_id,_rev,Tempo,Estação,LAT,LONG,Movimentação,Original_473,Original_269,Zero,Maçã-Verde,Tangerina,Citrus,Açaí-Guaraná,Pêssego,TARGET,row,topic,payload,qos,retain
09c29abcdd82c607db3ad57fe199e3ce,1-6b237b1e9e291818ff427c557c637ca9,2018-4-12,São Joaquim,-23.5618,-46.6389,34424,57,28,16,7,27,12,19,34,NORMAL,12342.0,,,,
09c29abcdd82c607db3ad57fe19c55ba,1-06edf7e8f38f70f019fcc4db0ea20b24,2018-5-15,São Joaquim,-23.5618,-46.6389,34528,74,14,65,10,20,15,30,39,NORMAL,12375.0,,,,
09c29abcdd82c607db3ad57fe1a2e4f1,1-8c787e23326932e6fa8f9290687b1934,2018-8-10,São Joaquim,-23.5618,-46.6389,34223,86,57,19,30,40,39,7,41,NORMAL,12460.0,,,,
09c29abcdd82c607db3ad57fe1af1049,1-a71fdb343d6c248597aae5473aebe4dc,2019-1-9,São Joaquim,-23.5618,-46.6389,36079,57,51,56,7,10,43,43,16,NORMAL,12609.0,,,,
09c29abcdd82c607db3ad57fe1b1c5d4,1-7035621997d1d800ec5d71c859181f96,2019-2-11,São Joaquim,-23.5618,-46.6389,33696,7,46,29,30,8,37,16,29,REABASTECER,12641.0,,,,
09c29abcdd82c607db3ad57fe1b6ff9a,1-162e57a7d7da82cc4a81a61768f08aa8,2018-10-24,Pinheiros,-23.5664,-46.703,76645,52,15,55,31,39,16,9,9,NORMAL,8934.0,,,,
09c29abcdd82c607db3ad57fe1ba5a98,1-bd8b136e4a73f22f623833bb3029ffa9,2019-7-2,República,-23.5436,-46.6434,109134,50,25,65,28,23,35,41,23,NORMAL,7022.0,,,,
09c29abcdd82c607db3ad57fe1bc5da0,1-47ee7cc5dbf957b677f5191656465e2b,2019-7-27,República,-23.5436,-46.6434,110948,68,58,32,39,43,39,17,6,REABASTECER,7047.0,,,,
09c29abcdd82c607db3ad57fe1bec985,1-599640409cd9a7f2bb32ece639da4acb,2019-8-28,República,-23.5436,-46.6434,110883,86,49,23,14,43,19,23,36,NORMAL,7078.0,,,,
09c29abcdd82c607db3ad57fe1c057ef,1-45f3943aee0c66e0e0d6e648f25e5f63,2019-9-16,República,-23.5436,-46.6434,107403,1,65,21,20,7,43,41,10,REABASTECER,7096.0,,,,
09c29abcdd82c607db3ad57fe1c59b1f,1-9d1697cd8469a2e6c491093839cc512b,2019-10-9,São Joaquim,-23.5618,-46.6389,34067,32,53,14,24,35,17,22,36,NORMAL,12879.0,,,,
09c29abcdd82c607db3ad57fe1c83e2a,1-26144a2b0fc4589495d3926b3058328e,2019-11-11,São Joaquim,-23.5618,-46.6389,35449,75,46,42,8,31,43,16,17,NORMAL,12911.0,,,,
09c29abcdd82c607db3ad57fe1c8fd23,1-1f379dde1513596bf93502168b3a4508,2019-12-29,República,-23.5436,-46.6434,107824,74,48,29,34,8,30,28,17,NORMAL,7199.0,,,,
09c29abcdd82c607db3ad57fe1cc73f2,1-85539e765cad9dfbc36652eced848b2b,2018-2-10,Higienópolis-Mackenzie,-23.5488,-46.6519,89816,36,30,54,11,15,28,9,3,REABASTECER,7240.0,,,,
09c29abcdd82c607db3ad57fe1ce0617,1-4d7e7ec7b56ab9a36abc74672ea57ed6,2018-1-22,São Judas,-23.6255,-46.6411,16247,68,11,52,28,43,19,38,38,NORMAL,12982.0,,,,
09c29abcdd82c607db3ad57fe1d54f8a,1-71a4117e061130fe6e6bfb055da59c66,2019-11-8,Pinheiros,-23.5664,-46.703,79561,72,17,65,19,21,9,13,25,NORMAL,9308.0,,,,
09c29abcdd82c607db3ad57fe1e35b70,1-f7352ff1af2871cdf1c065adf3d50135,2018-5-12,Butantã,-23.5844,-46.7252,66917,16,45,48,43,39,10,37,29,NORMAL,9492.0,,,,
09c29abcdd82c607db3ad57fe1e8fd82,1-cc792d822af2ad46853af702a69a39fc,2019-2-7,Higienópolis-Mackenzie,-23.5488,-46.6519,93219,47,18,21,24,3,39,28,5,REABASTECER,7597.0,,,,
09c29abcdd82c607db3ad57fe1ed7d51,1-e7439f6de24e554c3b262bdffc4c6966,2019-4-1,Higienópolis-Mackenzie,-23.5488,-46.6519,91576,45,50,58,24,6,31,34,4,NORMAL,7651.0,,,,
09c29abcdd82c607db3ad57fe1edfb04,1-66815b0d88e76a69a20b4ecd105f300f,2019-4-9,Higienópolis-Mackenzie,-23.5488,-46.6519,90900,45,50,65,13,18,5,43,15,REABASTECER,7659.0,,,,
09c29abcdd82c607db3ad57fe1ee871b,1-95d4f5935aec29cb425d0dd08e0fe09d,2019-2-25,São Judas,-23.6255,-46.6411,16749,64,31,46,43,14,21,5,17,NORMAL,13375.0,,,,
09d42a02403ed7103054ee91cb028219,1-54ab861e3d6b4c2711a63be797d8cca9,2018-4-12,Higienópolis-Mackenzie,-23.5488,-46.6519,92542,25,32,42,8,25,40,8,16,NORMAL,7302.0,,,,
09d42a02403ed7103054ee91cb037b42,1-f6c353098114539229d755db8a54a32e,2018-10-10,Trianon-Masp,-23.5634,-46.6544,45051,33,20,0,22,4,25,23,11,REABASTECER,1720.0,,,,
09d42a02403ed7103054ee91cb0434f2,1-b2f21149f889f02dab515d20e57b4db8,2018-10-18,Trianon-Masp,-23.5634,-46.6544,42570,37,33,28,43,14,40,32,22,NORMAL,1728.0,,,,
09d42a02403ed7103054ee91cb08f559,1-9f4164244b3fb4c8f62ed3b06307dde8,2018-7-21,Higienópolis-Mackenzie,-23.5488,-46.6519,92221,73,60,65,35,5,23,5,41,REABASTECER,7401.0,,,,
09d42a02403ed7103054ee91cb0bc939,1-53001c30ba810c5f99ce72b8a97af4eb,2018-9-4,Higienópolis-Mackenzie,-23.5488,-46.6519,91756,86,58,34,7,7,13,12,39,NORMAL,7444.0,,,,
09d42a02403ed7103054ee91cb0fb021,1-acfa8861dcf0cdd36b3dffd35bbefe9c,2018-7-25,República,-23.5436,-46.6434,108774,61,31,55,19,41,16,15,5,REABASTECER,6685.0,,,,
09d42a02403ed7103054ee91cb104efb,1-e71503fa7731ac38034a3b7ccbeab2c6,2018-11-15,Higienópolis-Mackenzie,-23.5488,-46.6519,90278,69,9,65,4,19,43,19,28,REABASTECER,7515.0,,,,
09d42a02403ed7103054ee91cb1a338d,1-d0b7d60867882e92721553c6c090442f,2019-8-30,Trianon-Masp,-23.5634,-46.6544,45397,13,51,32,10,21,15,25,24,NORMAL,2040.0,,,,
09d42a02403ed7103054ee91cb28f222,1-d93b5446540b503114778cc1945d247f,2019-11-25,Higienópolis-Mackenzie,-23.5488,-46.6519,89596,79,18,35,10,1,4,29,11,REABASTECER,7885.0,,,,
09d42a02403ed7103054ee91cb28fd1b,1-f5f43b8096c41690278f59e4eb144b02,2018-4-6,Consolação,-23.5581,-46.6606,114440,86,55,2,7,4,11,24,30,REABASTECER,2256.0,,,,
09d42a02403ed7103054ee91cb2b3329,1-b19262e92d95a4e44e45740c6b062df7,2019-9-25,República,-23.5436,-46.6434,107905,86,8,30,22,14,4,3,12,REABASTECER,7105.0,,,,
09d42a02403ed7103054ee91cb322e5c,1-c35c7399cfb744b3b26a253c0d2a0047,2018-8-19,Consolação,-23.5581,-46.6606,111777,86,57,44,25,8,34,17,16,NORMAL,2389.0,,,,
09d42a02403ed7103054ee91cb3a5cfa,1-59eec5b0566758777dd45d1503cacc9f,2018-12-7,Consolação,-23.5581,-46.6606,113093,66,34,47,30,1,20,25,23,REABASTECER,2497.0,,,,
09d42a02403ed7103054ee91cb3ecbfc,1-f050006f136b554d96f17974f828ee15,2019-2-28,Consolação,-23.5581,-46.6606,115246,73,33,65,29,20,37,29,38,NORMAL,2578.0,,,,
09d42a02403ed7103054ee91cb44421e,1-6fd8e4f88633fe6b9d129fdb83578b4e,2018-11-11,Higienópolis-Mackenzie,-23.5488,-46.6519,92137,21,47,24,12,37,9,37,43,NORMAL,7511.0,,,,
09d42a02403ed7103054ee91cb4b2c1e,1-abe8c6b134abf7493f038babaf621a81,2019-8-29,Consolação,-23.5581,-46.6606,111833,15,63,60,13,14,37,31,40,NORMAL,2759.0,,,,
09d42a02403ed7103054ee91cb4b494e,1-44c65ad72818d4662caf3e78abafd2fe,2019-8-30,Consolação,-23.5581,-46.6606,111685,7,61,53,12,10,36,28,37,REABASTECER,2760.0,,,,
09d42a02403ed7103054ee91cb5e7d63,1-aa236da51cbe52973d55b15240c9c27b,2018-6-14,Tamanduateí,-23.5929,-46.5897,52722,28,52,65,43,25,29,3,39,REABASTECER,3044.0,,,,
09d42a02403ed7103054ee91cb6383cb,1-1cad3e833eab0e3732cf91fe08d4f1e8,2018-8-23,Tamanduateí,-23.5929,-46.5897,51602,86,16,30,43,27,17,6,16,REABASTECER,3113.0,,,,
09d42a02403ed7103054ee91cb66d2e9,1-e064f9de717e6fcdfaabffeffaa92c27,2018-5-8,Faria Lima,-23.5675,-46.6929,53509,62,54,33,9,10,10,43,3,REABASTECER,8048.0,,,,
09d42a02403ed7103054ee91cb6a3d05,1-5981e6d61887a3e52afc7e0b7bfbd452,2018-7-10,Faria Lima,-23.5675,-46.6929,54911,86,33,50,19,36,32,20,20,NORMAL,8110.0,,,,
09d42a02403ed7103054ee91cb74adfa,1-b9bf64b24c7e8c2e9a6b4132ebe5811b,2019-4-21,Pinheiros,-23.5664,-46.703,77806,42,51,58,8,10,14,16,18,NORMAL,9111.0,,,,
09d42a02403ed7103054ee91cb7d966d,1-ba241d3c4bd93f4c55926be14d7f5e66,2019-5-20,Faria Lima,-23.5675,-46.6929,54684,56,20,18,23,24,38,15,36,NORMAL,8420.0,,,,
09d42a02403ed7103054ee91cb8a38f5,1-3be38a1170054c68d547e130b1220ba7,2019-12-13,Faria Lima,-23.5675,-46.6929,51379,22,48,0,22,17,33,37,27,REABASTECER,8623.0,,,,
09d42a02403ed7103054ee91cb8d8b80,1-edeb8456d689f42ed80f1fe80de47dcb,2018-2-19,Pinheiros,-23.5664,-46.703,77994,32,23,5,25,32,34,14,43,REABASTECER,8689.0,,,,
09d42a02403ed7103054ee91cb958a64,1-e4efa267b09907c1806f67573702d82a,2018-6-29,Pinheiros,-23.5664,-46.703,76863,74,24,21,9,13,6,12,33,REABASTECER,8819.0,,,,
09d42a02403ed7103054ee91cbb05354,1-65956da98727ae70954343e33cc2e6f0,2019-9-7,Pinheiros,-23.5664,-46.703,79764,26,60,25,2,18,14,38,37,REABASTECER,9247.0,,,,
09d42a02403ed7103054ee91cbb23beb,1-7201db8b1e3180c69991af4f15836632,2019-10-4,Pinheiros,-23.5664,-46.703,77029,35,34,29,43,39,20,20,15,NORMAL,9274.0,,,,
09d42a02403ed7103054ee91cbbdc2ef,1-a03ed547ff679914e88060f030553bf9,2018-4-3,Butantã,-23.5844,-46.7252,64817,52,19,12,41,28,32,20,7,NORMAL,9453.0,,,,
09d42a02403ed7103054ee91cbc87f66,1-11522ac395842df4a9f7069129529c2b,2018-12-21,Brás,-23.5451,-46.6162,74069,18,9,65,43,7,14,32,43,NORMAL,4671.0,,,,
09d42a02403ed7103054ee91cbcdccda,1-c1b7caaf55e901b19120d91a4b8a91a5,2019-3-13,Brás,-23.5451,-46.6162,74317,64,13,32,11,19,15,40,27,NORMAL,4753.0,,,,
09d42a02403ed7103054ee91cbcf23fc,1-e53d3e7b2e639987ac79a6c252b79537,2019-5-7,Fradique Coutinho,-23.5661,-46.6841,36922,55,65,56,7,27,9,26,35,NORMAL,10567.0,,,,
09d42a02403ed7103054ee91cbd11796,1-3fa5577d07acc46fbe612a2b907bac78,2019-2-13,Butantã,-23.5844,-46.7252,64983,86,10,34,5,23,20,2,22,REABASTECER,9763.0,,,,
09d42a02403ed7103054ee91cbd2eb6c,1-2096d7839ad8346a4f5ec1ea8d3bfa0d,2019-6-4,Brás,-23.5451,-46.6162,70624,33,57,61,22,30,20,8,17,NORMAL,4834.0,,,,
09d42a02403ed7103054ee91cbd93fd5,1-be46151a1eb83c023240d0f2ad8be26c,2019-9-16,Brás,-23.5451,-46.6162,70636,61,65,65,37,35,43,36,10,NORMAL,4936.0,,,,
09d42a02403ed7103054ee91cbda5208,1-93da67bf527464e23b308cca474e6e98,2019-10-8,Brás,-23.5451,-46.6162,72198,86,52,42,18,33,18,24,9,NORMAL,4958.0,,,,
09d42a02403ed7103054ee91cbdbfae0,1-ac80757abf939ead957de41a22842c5d,2019-12-8,Fradique Coutinho,-23.5661,-46.6841,36967,56,50,10,9,25,34,20,10,NORMAL,10778.0,,,,
09d42a02403ed7103054ee91cbea900f,1-52c9f4d4c13d61f63088cd280a10ccc9,2018-4-7,Fradique Coutinho,-23.5661,-46.6841,36020,86,44,55,27,36,13,5,7,REABASTECER,10177.0,,,,
09d42a02403ed7103054ee91cbeb32a5,1-6e2c7be663c36dd58c8b4a13596cce3d,2018-4-18,Fradique Coutinho,-23.5661,-46.6841,36282,65,44,43,42,39,19,43,43,NORMAL,10188.0,,,,
09d42a02403ed7103054ee91cbecaafa,1-96d7d8b7105092bf68c101f17ab65eb8,2018-9-12,Luz,-23.5365,-46.6332,127141,11,32,33,38,17,26,43,40,REABASTECER,11052.0,,,,
09d42a02403ed7103054ee91cbf2478d,1-2ca5a43d354658f83fa36bc08e862346,2018-12-4,Luz,-23.5365,-46.6332,127194,65,6,65,37,34,43,15,43,REABASTECER,11134.0,,,,
09d42a02403ed7103054ee91cbf673c6,1-fde1a90e04e52e719d1a47ec7e709838,2018-9-30,Fradique Coutinho,-23.5661,-46.6841,33136,68,27,48,4,21,29,41,32,REABASTECER,10350.0,,,,
09d813f05a28ab8c7ba01838eb0615d3,1-77ec4f86530e79f545a180e6a8b422ae,2018-12-27,Eucaliptos,-23.61,-46.6686,22955,86,19,54,15,30,7,7,13,NORMAL,16197.0,,,,
09d813f05a28ab8c7ba01838eb0624ba,1-1b839be4c4cd417d793d5bae716a89c0,2018-1-3,Sé,-23.55,-46.6333,192974,66,58,55,32,36,38,36,35,NORMAL,3603.0,,,,
09d813f05a28ab8c7ba01838eb0abb2c,1-369d90b0cde3483d56fb845ac6f41497,2018-11-17,Eucaliptos,-23.61,-46.6686,24774,52,14,57,23,41,37,38,10,NORMAL,16157.0,,,,
09d813f05a28ab8c7ba01838eb0c201d,1-f843b65722c0bebbcd8b9508e338ee77,2018-3-21,Sé,-23.55,-46.6333,195061,65,43,55,7,35,23,33,22,NORMAL,3681.0,,,,
09d813f05a28ab8c7ba01838eb117921,1-d9c20c64e16592c310b8fbe86b3eaf44,2018-6-19,Sé,-23.55,-46.6333,194230,8,52,47,36,33,31,27,24,NORMAL,3769.0,,,,
09d813f05a28ab8c7ba01838eb11f5a0,1-dfde5dc122646ae76ef81da446c4494d,2018-6-25,Sé,-23.55,-46.6333,194627,40,20,13,23,4,14,12,40,NORMAL,3775.0,,,,
09d813f05a28ab8c7ba01838eb149eba,1-acd59477115675918db05bfffdb7d4ca,2019-7-24,Eucaliptos,-23.61,-46.6686,25163,58,56,57,36,27,18,33,39,NORMAL,16404.0,,,,
09d813f05a28ab8c7ba01838eb23c6f2,1-73c5f7d2be00a8bbf010f8edd48093da,2018-3-13,Moema,-23.5489,-46.6388,17090,79,25,65,43,13,15,41,9,NORMAL,16633.0,,,,
09d813f05a28ab8c7ba01838eb252e60,1-a30b107d1f11ba5865df0b50ad8df699,2019-12-25,Eucaliptos,-23.61,-46.6686,24122,86,36,17,35,29,33,14,8,NORMAL,16555.0,,,,
09d813f05a28ab8c7ba01838eb2a5a92,1-0b19cb0f252365322b7ab3a8267bf4ee,2018-6-16,Moema,-23.5489,-46.6388,18664,19,65,55,6,16,18,5,26,NORMAL,16726.0,,,,
09d813f05a28ab8c7ba01838eb31799b,1-c53495f8b63eb96504f8512165678a63,2018-6-19,Moema,-23.5489,-46.6388,18253,79,46,41,40,43,8,37,9,NORMAL,16729.0,,,,
09d813f05a28ab8c7ba01838eb37a2f3,1-6fce0203212975ee8777de3cd70aed5d,2019-9-22,Hospital São Paulo,-23.5984,-46.6455,24746,50,55,51,37,18,36,43,35,NORMAL,16918.0,,,,
09d813f05a28ab8c7ba01838eb3e1120,1-42d2291403c002025301cad4b6bb28d4,2019-12-25,Hospital São Paulo,-23.5984,-46.6455,25250,66,63,34,43,29,31,17,43,NORMAL,17011.0,,,,
09d813f05a28ab8c7ba01838eb450b77,1-0195c2ed83ced91169dd45a9098eebac,2018-7-24,Brás,-23.5451,-46.6162,71923,86,11,65,8,30,29,29,16,NORMAL,4524.0,,,,
09d813f05a28ab8c7ba01838eb5828b7,1-4e1a6aac553716b494587aaf8704442d,2019-5-1,Brás,-23.5451,-46.6162,74028,9,65,25,5,27,37,9,26,REABASTECER,4801.0,,,,
09d813f05a28ab8c7ba01838eb58cece,1-0fcb4aae9d7d794e0cd7ee9c09ec15a2,2019-5-12,Brás,-23.5451,-46.6162,72870,73,9,10,13,29,5,6,23,REABASTECER,4812.0,,,,
09d813f05a28ab8c7ba01838eb621489,1-fd948c0147e2a82618231d57f8d5e281,2019-2-3,Paraíso,-23.57677,-46.63933,72779,17,45,65,11,12,28,28,7,NORMAL,393.0,,,,
09d813f05a28ab8c7ba01838eb6afb59,1-20c50c14159514152851bfaf0a8f4ab9,2018-1-28,Barra Funda,-23.5542,-46.6707,147501,79,42,19,13,12,32,25,21,NORMAL,5068.0,,,,
09d813f05a28ab8c7ba01838eb6d6078,1-01e49ab1084c7c09cb6104d9b70dd844,2019-7-14,Paraíso,-23.57677,-46.63933,71616,20,65,60,33,30,6,8,40,REABASTECER,554.0,,,,
09d813f05a28ab8c7ba01838eb6de9e7,1-48d20075050dc92b87ef0f196fd32286,2019-7-21,Paraíso,-23.57677,-46.63933,70887,41,19,8,10,43,23,25,10,NORMAL,561.0,,,,
09d813f05a28ab8c7ba01838eb6efd7e,1-69a6b564d1e7743c672d445343b01fc5,2019-12-11,Paraíso,-23.57677,-46.63933,71743,47,28,4,43,15,10,18,43,NORMAL,701.0,,,,
09d813f05a28ab8c7ba01838eb727f13,1-be8497208a1551b32ae321262071f976,2018-5-21,Barra Funda,-23.5542,-46.6707,150059,77,10,9,43,40,19,34,26,REABASTECER,5181.0,,,,
09d813f05a28ab8c7ba01838eb7de21d,1-5e3287957c94dacc7b685fcc0a889b16,2018-3-16,Brigadeiro,-23.5683,-46.6482,47818,49,9,55,4,43,39,38,16,REABASTECER,796.0,,,,
09d813f05a28ab8c7ba01838eb7eb46a,1-755c336d3dbe5e0de6b22bdfeec6463e,2018-7-27,Brigadeiro,-23.5683,-46.6482,48330,54,62,39,34,39,19,23,39,NORMAL,927.0,,,,
09d813f05a28ab8c7ba01838eb819b8e,1-42f786f82b247c98c55ce1257600a988,2018-9-3,Brigadeiro,-23.5683,-46.6482,47863,62,40,48,43,9,8,12,9,NORMAL,963.0,,,,
09d813f05a28ab8c7ba01838eb8220d6,1-dfbbe0d18663029b07c5bf36115bb0ae,2018-9-9,Brigadeiro,-23.5683,-46.6482,48517,5,65,13,23,22,25,25,25,REABASTECER,969.0,,,,
09d813f05a28ab8c7ba01838eb822a35,1-d00ae272c6e5952a2bea2653a1a0de56,2018-12-29,Barra Funda,-23.5542,-46.6707,148623,24,24,38,36,15,12,17,15,NORMAL,5399.0,,,,
09d813f05a28ab8c7ba01838eb936d34,1-04335592099a58a1711bfcf454522c5d,2019-9-10,Barra Funda,-23.5542,-46.6707,148443,34,8,65,38,11,14,35,20,REABASTECER,5650.0,,,,
09d813f05a28ab8c7ba01838eb9dc57c,1-38bc456ae7d250de342080e058573258,2018-2-12,Tatuapé,-23.5402,-46.5765,69821,24,7,32,21,38,12,40,9,NORMAL,5802.0,,,,
09d813f05a28ab8c7ba01838eb9f6e44,1-a1740e3f8f4e85257a09f4eafb18f815,2019-6-30,Brigadeiro,-23.5683,-46.6482,48033,40,57,10,37,9,39,28,40,NORMAL,1260.0,,,,
09d813f05a28ab8c7ba01838eba230bc,1-b240f0f52cc8e80ad3569995510e4d7b,2019-12-22,Brigadeiro,-23.5683,-46.6482,48199,86,42,65,36,28,9,26,30,NORMAL,1432.0,,,,
09d813f05a28ab8c7ba01838eba509fc,1-091062a8e41d624d6ab75bcd84c70df4,2018-5-25,Tatuapé,-23.5402,-46.5765,68733,76,15,28,8,7,43,10,40,NORMAL,5905.0,,,,
09d813f05a28ab8c7ba01838eba68b10,1-78fffc0aeb2dcd766883d81850071412,2018-6-14,Tatuapé,-23.5402,-46.5765,70805,60,34,18,28,22,16,24,40,NORMAL,5924.0,,,,
09d813f05a28ab8c7ba01838ebabe151,1-22bb788b36570de2072db0633cb129f0,2018-5-6,Trianon-Masp,-23.5634,-46.6544,43614,64,7,41,15,26,29,17,38,REABASTECER,1566.0,,,,
09d813f05a28ab8c7ba01838ebb39d84,1-d905340de19fa4dd58d83d954b95bef6,2018-8-22,Trianon-Masp,-23.5634,-46.6544,42920,5,56,19,11,32,3,37,43,REABASTECER,1672.0,,,,
09d813f05a28ab8c7ba01838ebb42806,1-9c769f78939de3b229b008e1d2b47a10,2018-8-29,Trianon-Masp,-23.5634,-46.6544,44438,19,65,27,25,43,34,10,15,NORMAL,1679.0,,,,
09d813f05a28ab8c7ba01838ebb5057c,1-b117b81b056e8a43fb260b6bd1f97ba5,2018-4-27,Trianon-Masp,-23.5634,-46.6544,45711,68,63,38,36,24,12,4,33,REABASTECER,1557.0,,,,
09d813f05a28ab8c7ba01838ebba6421,1-4ded405dffb68de961d4e1c6a9474c4f,2018-7-12,Trianon-Masp,-23.5634,-46.6544,42854,35,50,43,11,13,40,29,35,NORMAL,1632.0,,,,
09d813f05a28ab8c7ba01838ebbb57e5,1-c0f27a9c8c49004e056caf7ae9b95762,2018-7-25,Trianon-Masp,-23.5634,-46.6544,42860,86,23,8,12,43,43,26,23,REABASTECER,1645.0,,,,
09d813f05a28ab8c7ba01838ebbed405,1-dc797b819e8fa7757c6203dfcdc79965,2019-5-23,Tatuapé,-23.5402,-46.5765,69006,10,13,25,18,12,28,24,33,REABASTECER,6263.0,,,,
09d813f05a28ab8c7ba01838ebc66306,1-d8908824eac2b4a45a11e8168fcec613,2019-9-13,Tatuapé,-23.5402,-46.5765,67202,86,13,50,13,37,42,23,27,NORMAL,6373.0,,,,
09d813f05a28ab8c7ba01838ebc76063,1-c94cbe1d47bad38d0ef0566585834b5f,2019-9-29,Tatuapé,-23.5402,-46.5765,69615,30,23,65,7,12,41,37,43,NORMAL,6389.0,,,,
09d813f05a28ab8c7ba01838ebca66e0,1-21c0372314548c7ec0130e8938f64a10,2019-7-21,Trianon-Masp,-23.5634,-46.6544,41993,64,10,44,43,19,43,12,21,NORMAL,2001.0,,,,
09d813f05a28ab8c7ba01838ebd39a31,1-26c3ce9dbef7bd79286847ef78d0d984,2019-7-16,Trianon-Masp,-23.5634,-46.6544,43918,31,57,14,17,39,18,33,38,NORMAL,1996.0,,,,
09d813f05a28ab8c7ba01838ebd48765,1-008eb8240002332b6d854e24f84af62e,2019-7-28,Trianon-Masp,-23.5634,-46.6544,43139,86,29,61,26,29,26,29,37,NORMAL,2008.0,,,,
09d813f05a28ab8c7ba01838ebd6623c,1-d468d701159e73b29a7cc59785dd45e9,2018-5-6,República,-23.5436,-46.6434,109015,86,57,7,37,14,10,28,14,NORMAL,6606.0,,,,
09d813f05a28ab8c7ba01838ebdfc586,1-e9b464760b6d21e1dd497bd9e4f71223,2018-10-5,República,-23.5436,-46.6434,110118,75,37,39,22,26,11,10,12,NORMAL,6755.0,,,,
09d813f05a28ab8c7ba01838ebe1aa89,1-8f83379b5af631d17860cec94e1faea3,2018-2-19,Consolação,-23.5581,-46.6606,114651,42,23,58,37,22,27,11,32,NORMAL,2209.0,,,,
09d813f05a28ab8c7ba01838ebec508e,1-82ec94afeb1f41bd7cb2017412f99b4b,2018-7-23,Consolação,-23.5581,-46.6606,113871,66,34,18,14,14,27,39,37,NORMAL,2363.0,,,,
09d813f05a28ab8c7ba01838ebecfe9f,1-39e8961535036f51b42077b78d500e0d,2019-4-20,República,-23.5436,-46.6434,110041,78,40,60,11,38,22,36,10,NORMAL,6950.0,,,,
09d813f05a28ab8c7ba01838ebedfac6,1-7db923ddcbc1d0990c15a71c5ced85b9,2019-1-8,Consolação,-23.5581,-46.6606,115132,22,30,29,16,43,43,31,24,NORMAL,2528.0,,,,
09d813f05a28ab8c7ba01838ebf49de2,1-b66b4818bfc3745ee1fe654ce9dcc086,2019-4-9,Consolação,-23.5581,-46.6606,112198,19,37,51,30,38,41,25,40,NORMAL,2619.0,,,,
09f28bd858e09744d8996b8da401f49c,1-26c4a38919e626a5176681c946f378df,2018-9-12,Paraíso,-23.57677,-46.63933,72119,32,41,35,36,5,23,34,24,NORMAL,252.0,,,,
09f28bd858e09744d8996b8da409a13e,1-1683b63c894528c672616a2c8398bc40,2018-12-15,Paraíso,-23.57677,-46.63933,70468,62,65,44,38,21,43,5,23,REABASTECER,345.0,,,,
09f28bd858e09744d8996b8da409eb1d,1-27812d5b010e2eb11f99036116ab5fc6,2018-12-21,Paraíso,-23.57677,-46.63933,72232,86,29,65,21,35,25,24,43,NORMAL,351.0,,,,
09f28bd858e09744d8996b8da417f9c8,1-dd7a2c9c2f02e60aa576d4ce1b6c6555,2019-6-15,Paraíso,-23.57677,-46.63933,73792,59,28,65,34,11,29,43,27,NORMAL,525.0,,,,
09f28bd858e09744d8996b8da41bfb42,1-55ff436a91bbf392479e3b21b084fa9a,2019-8-2,Paraíso,-23.57677,-46.63933,71374,15,29,65,17,43,13,28,6,NORMAL,572.0,,,,
09f28bd858e09744d8996b8da43c09ba,1-807e4d480a5514e838555a1320030a9c,2019-5-24,Campo Belo,-23.6188,-46.6823,25327,30,36,37,10,12,7,35,37,NORMAL,15624.0,,,,
09f28bd858e09744d8996b8da43c4c2d,1-70e4b0803c687525bdc02f5d52767e87,2018-9-4,Brigadeiro,-23.5683,-46.6482,46704,54,30,44,40,6,2,6,4,REABASTECER,964.0,,,,
09f28bd858e09744d8996b8da43e330f,1-5e28c7d671c1d270c9bdf297b5f83ef7,2019-6-25,Campo Belo,-23.6188,-46.6823,24268,75,38,18,10,20,30,43,5,NORMAL,15655.0,,,,
09f28bd858e09744d8996b8da44c0274,1-cba0a243e0923e1430381e30d4ac45c8,2019-12-8,Campo Belo,-23.6188,-46.6823,25440,78,36,65,7,13,15,34,1,NORMAL,15818.0,,,,
09f28bd858e09744d8996b8da4502d1a,1-32a61a03d76bc6698539befd8de2d0a7,2019-12-26,Trianon-Masp,-23.5634,-46.6544,42114,30,41,14,42,20,5,19,8,REABASTECER,2156.0,,,,
09f28bd858e09744d8996b8da465a0f7,1-28a91f39cb38df65e7f0e28b5dea6f16,2018-9-29,Consolação,-23.5581,-46.6606,113191,44,31,21,27,19,6,33,24,REABASTECER,2429.0,,,,
09f28bd858e09744d8996b8da4677127,1-a6b13ae12624c7030cd174c52107a10a,2018-11-5,Eucaliptos,-23.61,-46.6686,23035,5,35,6,43,40,29,43,4,REABASTECER,16145.0,,,,
09f28bd858e09744d8996b8da473ff3b,1-816427257b98df82e34bf23afe83659b,2019-4-2,Consolação,-23.5581,-46.6606,112704,86,18,41,10,25,24,20,27,NORMAL,2612.0,,,,
09f28bd858e09744d8996b8da474efd5,1-59a7abd5781a9ca8d906ddaf6081162d,2018-8-7,Trianon-Masp,-23.5634,-46.6544,44744,58,65,55,8,43,16,20,23,NORMAL,1657.0,,,,
09f28bd858e09744d8996b8da479d95a,1-b71062b750eec1cb1c9a40ee04c8ac8c,2018-10-6,Trianon-Masp,-23.5634,-46.6544,43510,73,33,28,32,20,37,39,29,NORMAL,1716.0,,,,
09f28bd858e09744d8996b8da497d7e8,1-1e1f3d82a8bec7e293a7d5747309d984,2019-10-3,Trianon-Masp,-23.5634,-46.6544,43539,41,55,61,27,18,43,16,12,NORMAL,2073.0,,,,
